Ticket_ID,Created_Date,Resolved_Date,Priority,Status,Channel,Category,Agent_ID,Customer_Name,Resolution_Time_Hours,SLA_Breached,Customer_Satisfaction
T02094,2025-05-02 00:00:00,2025-05-06 07:00:00,Critical,Resolved,Email,Login Issue,A020,Sheryl Schwartz,103,No,4
T02095,2026-03-10 00:00:00,2026-03-10 20:00:00,High,Open,Email,Software Bug,A006,Jennifer Park,20,No,1
T02096,2025-07-16 00:00:00,2025-07-19 07:00:00,Low,Closed,Email,Access Request,A024,Meghan Harris,79,Yes,5
T02097,2026-01-23 00:00:00,2026-01-25 14:00:00,High,Resolved,Phone,Network Issue,A017,Brianna Little,62,No,1
T02098,2025-07-25 00:00:00,2025-07-25 21:00:00,High,Closed,Portal,Login Issue,A011,Richard White,21,No,2
T02099,2026-02-10 00:00:00,2026-02-14 01:00:00,Critical,Resolved,Chat,Network Issue,A005,Mitchell Stevenson,97,No,4
T02100,2025-12-28 00:00:00,2025-12-29 20:00:00,High,Resolved,Chat,Access Request,A014,Jeremy Peck,44,No,5
T02101,2026-02-12 00:00:00,2026-02-16 15:00:00,High,In Progress,Phone,Software Bug,A020,John Reynolds,111,Yes,3
T02102,2025-02-12 00:00:00,2025-02-16 08:00:00,High,Open,Phone,Login Issue,A002,Ralph Thomas,104,Yes,4
T02103,2025-03-21 00:00:00,2025-03-25 07:00:00,High,In Progress,Phone,Login Issue,A008,Lauren Li,103,Yes,3
T02104,2025-11-26 00:00:00,2025-11-30 17:00:00,High,Resolved,Email,Network Issue,A001,Gina King,113,No,1
T02105,2025-06-24 00:00:00,2025-06-26 14:00:00,Medium,Closed,Phone,Login Issue,A010,Ronnie Haas,62,No,1
T02106,2025-05-26 00:00:00,2025-05-30 13:00:00,Critical,Closed,Portal,Network Issue,A016,Monica Rodriguez,109,Yes,5
T02107,2025-08-05 00:00:00,2025-08-07 10:00:00,High,Closed,Phone,Login Issue,A005,Jo Neal DDS,58,No,4
T02108,2026-03-10 00:00:00,2026-03-12 18:00:00,High,Resolved,Phone,Login Issue,A017,Denise Martinez,66,Yes,2
T02109,2026-02-17 00:00:00,2026-02-21 09:00:00,Low,In Progress,Phone,Login Issue,A005,Matthew Mcpherson,105,Yes,2
T02110,2025-11-07 00:00:00,2025-11-07 19:00:00,High,Open,Email,Hardware Failure,A024,Rhonda Taylor,19,Yes,1
T02111,2025-02-16 00:00:00,2025-02-18 19:00:00,Critical,Resolved,Portal,Network Issue,A007,Katherine Yates,67,No,2
T02112,2025-06-26 00:00:00,2025-06-26 04:00:00,Medium,Closed,Portal,Access Request,A023,Tiffany Johnson,4,Yes,5
T02113,2025-12-07 00:00:00,2025-12-09 11:00:00,Medium,Resolved,Portal,Hardware Failure,A011,Michael Wheeler,59,No,2
T02114,2026-01-18 00:00:00,2026-01-19 23:00:00,High,Closed,Phone,Hardware Failure,A005,Tanya Taylor,47,Yes,5
T02115,2025-06-16 00:00:00,2025-06-16 19:00:00,Low,Closed,Portal,Access Request,A008,Gregory Hughes,19,Yes,5
T02116,2025-07-20 00:00:00,2025-07-20 07:00:00,Medium,Closed,Email,Hardware Failure,A006,Bryan Hernandez,7,Yes,5
T02117,2025-08-23 00:00:00,2025-08-26 16:00:00,Medium,Closed,Phone,Access Request,A021,Betty Mendoza,88,Yes,2
T02118,2026-03-05 00:00:00,2026-03-09 23:00:00,High,In Progress,Phone,Network Issue,A019,Jennifer Sanders,119,Yes,1
T02119,2026-01-15 00:00:00,2026-01-17 05:00:00,Low,Closed,Chat,Access Request,A003,Paul Ward,53,No,2
T02120,2025-05-01 00:00:00,2025-05-03 23:00:00,Medium,In Progress,Phone,Software Bug,A021,Tracy Hunter,71,No,5
T02121,2025-12-26 00:00:00,2025-12-27 08:00:00,Medium,Resolved,Chat,Software Bug,A014,Sharon Gay,32,Yes,5
T02122,2025-09-08 00:00:00,2025-09-11 21:00:00,Critical,In Progress,Phone,Hardware Failure,A010,Michael Gonzalez,93,Yes,4
T02123,2025-01-11 00:00:00,2025-01-14 02:00:00,High,Resolved,Portal,Access Request,A023,Shirley Bennett,74,Yes,3
T02124,2025-04-03 00:00:00,2025-04-07 19:00:00,Critical,Open,Phone,Access Request,A006,David Fields,115,No,4
T02125,2025-02-05 00:00:00,2025-02-05 21:00:00,High,In Progress,Portal,Access Request,A016,Juan Hammond,21,Yes,1
T02126,2025-04-20 00:00:00,2025-04-22 15:00:00,Medium,In Progress,Phone,Network Issue,A001,John Stephenson,63,Yes,3
T02127,2025-03-10 00:00:00,2025-03-14 06:00:00,Critical,Open,Phone,Network Issue,A002,Christie Watson,102,Yes,3
T02128,2025-05-16 00:00:00,2025-05-20 02:00:00,Critical,Closed,Portal,Software Bug,A022,Rachel Savage,98,Yes,5
T02129,2025-12-21 00:00:00,2025-12-24 23:00:00,High,In Progress,Phone,Access Request,A013,Holly Hernandez DVM,95,Yes,3
T02130,2026-02-13 00:00:00,2026-02-17 12:00:00,Medium,Open,Chat,Software Bug,A008,Jennifer Jones,108,No,1
T02131,2025-11-27 00:00:00,2025-11-27 11:00:00,High,Open,Portal,Login Issue,A012,Ronald Simon,11,Yes,5
T02132,2025-04-18 00:00:00,2025-04-22 16:00:00,Low,Open,Phone,Access Request,A006,Robert Davidson,112,No,5
T02133,2025-12-06 00:00:00,2025-12-06 04:00:00,High,In Progress,Portal,Software Bug,A021,Danielle Castaneda,4,Yes,1
T02134,2025-01-30 00:00:00,2025-02-02 07:00:00,Low,Closed,Portal,Login Issue,A007,Joseph Lee,79,No,2
T02135,2025-02-17 00:00:00,2025-02-20 06:00:00,Medium,Closed,Email,Network Issue,A024,Lisa Rodriguez,78,Yes,1
T02136,2025-03-01 00:00:00,2025-03-02 03:00:00,Low,Closed,Portal,Hardware Failure,A025,Pam Jones,27,Yes,2
T02137,2025-01-28 00:00:00,2025-01-28 15:00:00,Low,Open,Email,Hardware Failure,A013,David Farmer,15,Yes,5
T02138,2025-03-08 00:00:00,2025-03-12 21:00:00,Low,Open,Email,Hardware Failure,A005,Steven Myers,117,No,2
T02139,2025-12-05 00:00:00,2025-12-09 00:00:00,Critical,In Progress,Phone,Access Request,A024,Wendy Little,96,Yes,5
T02140,2025-01-19 00:00:00,2025-01-20 14:00:00,Medium,Closed,Portal,Software Bug,A007,Sherry Salinas,38,Yes,5
T02141,2025-12-05 00:00:00,2025-12-05 23:00:00,High,Open,Phone,Software Bug,A006,Summer Martin,23,Yes,4
T02142,2025-02-16 00:00:00,2025-02-17 13:00:00,Critical,In Progress,Chat,Login Issue,A019,Jessica Yang,37,No,1
T02143,2025-03-10 00:00:00,2025-03-10 20:00:00,High,Closed,Phone,Login Issue,A019,Lisa Cantrell,20,Yes,5
T02144,2025-12-25 00:00:00,2025-12-29 13:00:00,High,Closed,Email,Login Issue,A007,Bill Sanchez,109,No,3
T02145,2025-03-07 00:00:00,2025-03-11 04:00:00,Critical,Open,Email,Network Issue,A015,Charles Patel,100,Yes,5
T02146,2025-03-14 00:00:00,2025-03-15 12:00:00,Critical,Resolved,Chat,Access Request,A012,Derek Mccullough,36,No,2
T02147,2025-06-07 00:00:00,2025-06-11 02:00:00,Medium,Open,Chat,Login Issue,A024,Donald Ward,98,Yes,2
T02148,2025-01-14 00:00:00,2025-01-14 19:00:00,Low,Closed,Email,Software Bug,A020,Elizabeth Johnston,19,Yes,4
T02149,2025-09-03 00:00:00,2025-09-04 06:00:00,Critical,Resolved,Email,Network Issue,A020,Kevin Green,30,Yes,5
T02150,2025-08-15 00:00:00,2025-08-18 21:00:00,Critical,Closed,Email,Hardware Failure,A008,Nicole Cooper,93,Yes,1
T02151,2025-03-06 00:00:00,2025-03-10 15:00:00,Low,Resolved,Chat,Software Bug,A006,Krystal Wood,111,Yes,3
T02152,2025-04-24 00:00:00,2025-04-27 18:00:00,Low,In Progress,Email,Login Issue,A001,Rachel Gilmore,90,No,3
T02153,2025-07-27 00:00:00,2025-07-29 16:00:00,Critical,Resolved,Portal,Software Bug,A020,David Reynolds,64,Yes,5
T02154,2025-07-09 00:00:00,2025-07-11 09:00:00,High,Resolved,Chat,Hardware Failure,A006,Nicole Miller,57,Yes,5
T02155,2025-05-09 00:00:00,2025-05-11 14:00:00,Medium,Resolved,Portal,Hardware Failure,A001,Jacqueline Rollins,62,Yes,1
T02156,2025-01-23 00:00:00,2025-01-26 00:00:00,Low,Open,Email,Network Issue,A001,Alexandria Rios,72,No,1
T02157,2025-10-11 00:00:00,2025-10-12 06:00:00,Critical,Closed,Chat,Login Issue,A016,Charles Reeves,30,Yes,1
T02158,2025-08-05 00:00:00,2025-08-07 19:00:00,Low,Open,Chat,Hardware Failure,A004,Bethany Owens,67,Yes,1
T02159,2025-10-31 00:00:00,2025-10-31 04:00:00,High,Open,Portal,Login Issue,A007,Lauren Garner,4,Yes,1
T02160,2025-07-29 00:00:00,2025-07-31 10:00:00,Medium,Open,Portal,Network Issue,A011,Lawrence Mitchell,58,Yes,1
T02161,2025-01-25 00:00:00,2025-01-29 09:00:00,High,Resolved,Portal,Software Bug,A007,David Andrade,105,No,3
T02162,2025-03-31 00:00:00,2025-03-31 15:00:00,Low,Open,Portal,Network Issue,A012,Lawrence Green,15,No,2
T02163,2025-08-17 00:00:00,2025-08-19 07:00:00,High,Closed,Email,Network Issue,A004,Catherine Farrell,55,Yes,4
T02164,2025-06-20 00:00:00,2025-06-21 02:00:00,Critical,In Progress,Portal,Software Bug,A014,Anthony Smith,26,No,2
T02165,2025-08-12 00:00:00,2025-08-16 10:00:00,Low,Resolved,Email,Access Request,A008,Robert Perez,106,Yes,2
T02166,2025-12-25 00:00:00,2025-12-29 14:00:00,Low,Open,Email,Software Bug,A013,Billy Williams,110,No,4
T02167,2025-08-06 00:00:00,2025-08-06 13:00:00,High,Open,Email,Login Issue,A002,Rebecca Herring,13,No,3
T02168,2025-10-29 00:00:00,2025-10-31 15:00:00,Low,Resolved,Email,Login Issue,A024,Jack Wright,63,No,4
T02169,2025-10-27 00:00:00,2025-10-28 07:00:00,Low,Resolved,Email,Software Bug,A008,Dominique White,31,Yes,5
T02170,2025-06-12 00:00:00,2025-06-16 05:00:00,Low,Resolved,Email,Access Request,A010,Keith Graham,101,No,2
T02171,2025-07-22 00:00:00,2025-07-26 05:00:00,Critical,In Progress,Email,Network Issue,A015,Richard Dawson,101,No,5
T02172,2025-12-17 00:00:00,2025-12-17 16:00:00,Critical,Resolved,Email,Hardware Failure,A013,Jodi Wallace,16,Yes,4
T02173,2025-03-18 00:00:00,2025-03-19 04:00:00,High,Open,Portal,Hardware Failure,A019,Mrs. Barbara Parker DDS,28,No,4
T02174,2025-05-08 00:00:00,2025-05-09 06:00:00,High,Closed,Phone,Network Issue,A024,Carolyn Ramirez,30,No,2
T02175,2025-10-26 00:00:00,2025-10-29 01:00:00,Critical,Open,Email,Software Bug,A006,Mark Fernandez,73,No,1
T02176,2026-03-11 00:00:00,2026-03-14 13:00:00,Low,In Progress,Portal,Login Issue,A017,Marissa Faulkner,85,No,2
T02177,2026-02-24 00:00:00,2026-02-28 20:00:00,Medium,Open,Email,Hardware Failure,A002,Felicia Mejia,116,Yes,5
T02178,2025-12-05 00:00:00,2025-12-08 14:00:00,High,Open,Email,Network Issue,A012,Stephanie Davis,86,No,1
T02179,2025-03-17 00:00:00,2025-03-21 19:00:00,Low,Closed,Email,Access Request,A017,Gerald Bowman,115,No,1
T02180,2025-12-05 00:00:00,2025-12-07 18:00:00,Low,Closed,Chat,Software Bug,A018,Andrew Carter,66,Yes,1
T02181,2025-03-24 00:00:00,2025-03-28 02:00:00,Critical,Resolved,Phone,Access Request,A015,Maureen Roberts,98,No,1
T02182,2025-08-13 00:00:00,2025-08-18 00:00:00,Medium,Open,Email,Software Bug,A018,Brenda Parker,120,Yes,1
T02183,2025-08-03 00:00:00,2025-08-05 13:00:00,Critical,Open,Phone,Network Issue,A013,Scott Carter,61,Yes,3
T02184,2025-06-03 00:00:00,2025-06-06 05:00:00,Low,Open,Phone,Access Request,A016,Robert Collins,77,No,4
T02185,2026-02-10 00:00:00,2026-02-10 22:00:00,Critical,In Progress,Portal,Hardware Failure,A019,James Wilson,22,No,5
T02186,2025-12-07 00:00:00,2025-12-10 10:00:00,High,Open,Chat,Network Issue,A023,Diane Johnson,82,Yes,1
T02187,2025-05-13 00:00:00,2025-05-17 20:00:00,Critical,Open,Chat,Hardware Failure,A002,David Ramos,116,No,1
T02188,2025-10-10 00:00:00,2025-10-13 11:00:00,Medium,Closed,Chat,Access Request,A018,Cory Miranda,83,Yes,2
T02189,2025-06-20 00:00:00,2025-06-23 21:00:00,High,Open,Portal,Access Request,A022,Sarah Ramos,93,No,4
T02190,2025-04-04 00:00:00,2025-04-05 14:00:00,Critical,Resolved,Portal,Hardware Failure,A018,Mrs. Kelly Wright MD,38,Yes,1
T02191,2026-01-04 00:00:00,2026-01-05 10:00:00,Critical,Open,Chat,Hardware Failure,A017,Mrs. Paula Sherman,34,No,5
T02192,2025-03-19 00:00:00,2025-03-19 09:00:00,Low,In Progress,Chat,Login Issue,A013,Emily Meyer,9,Yes,4
T02193,2025-03-23 00:00:00,2025-03-28 00:00:00,Medium,Closed,Chat,Access Request,A018,Michaela Alexander,120,Yes,3
T02194,2025-01-01 00:00:00,2025-01-03 17:00:00,Medium,Resolved,Portal,Access Request,A023,Maria Pearson,65,Yes,5
T02195,2025-11-11 00:00:00,2025-11-11 06:00:00,Medium,Resolved,Portal,Hardware Failure,A005,Elizabeth Murray,6,No,4
T02196,2025-11-05 00:00:00,2025-11-08 02:00:00,Critical,Open,Email,Login Issue,A010,Tracy Gregory,74,Yes,1
T02197,2025-04-20 00:00:00,2025-04-24 11:00:00,Medium,Resolved,Phone,Network Issue,A023,Cynthia Ward,107,No,1
T02198,2025-02-25 00:00:00,2025-02-26 06:00:00,Critical,Closed,Email,Software Bug,A006,Pamela Castillo,30,Yes,2
T02199,2025-01-23 00:00:00,2025-01-27 22:00:00,High,Open,Portal,Software Bug,A025,Felicia Brown,118,Yes,3
T02200,2025-03-26 00:00:00,2025-03-27 23:00:00,High,Closed,Phone,Software Bug,A004,Amanda Richardson,47,Yes,3
T02201,2025-08-08 00:00:00,2025-08-09 17:00:00,Medium,Resolved,Chat,Login Issue,A019,Angela Taylor,41,No,1
T02202,2025-07-25 00:00:00,2025-07-29 13:00:00,Critical,Closed,Email,Access Request,A005,Albert Gonzalez,109,No,1
T02203,2025-11-01 00:00:00,2025-11-03 21:00:00,Low,Open,Portal,Hardware Failure,A018,Reginald Cole,69,Yes,5
T02204,2025-02-19 00:00:00,2025-02-20 11:00:00,Critical,Resolved,Portal,Access Request,A004,Andrew Conrad,35,Yes,1
T02205,2026-03-06 00:00:00,2026-03-07 18:00:00,Medium,Closed,Portal,Software Bug,A018,Stephanie Fritz,42,No,5
T02206,2025-11-12 00:00:00,2025-11-15 13:00:00,Medium,Closed,Portal,Software Bug,A017,Brenda Melton,85,No,5
T02207,2025-10-18 00:00:00,2025-10-19 16:00:00,High,Resolved,Chat,Software Bug,A022,Dawn Nichols,40,Yes,1
T02208,2025-02-26 00:00:00,2025-02-26 16:00:00,Medium,In Progress,Email,Hardware Failure,A012,Kayla Pruitt,16,Yes,5
T02209,2025-12-23 00:00:00,2025-12-27 23:00:00,Low,Resolved,Email,Login Issue,A016,Tammy Robles,119,Yes,4
T02210,2025-08-05 00:00:00,2025-08-08 16:00:00,Medium,Closed,Phone,Hardware Failure,A011,Sarah Kennedy,88,Yes,1
T02211,2025-07-30 00:00:00,2025-08-02 19:00:00,Low,Resolved,Chat,Software Bug,A020,Richard White,91,Yes,2
T02212,2025-07-14 00:00:00,2025-07-16 15:00:00,Low,Open,Chat,Network Issue,A010,Troy Carpenter,63,No,1
T02213,2025-04-02 00:00:00,2025-04-02 07:00:00,Critical,Closed,Chat,Access Request,A020,William Baker,7,No,3
T02214,2025-08-09 00:00:00,2025-08-11 16:00:00,Low,Resolved,Portal,Software Bug,A006,Rachel Carey,64,Yes,4
T02215,2026-02-24 00:00:00,2026-02-28 06:00:00,High,Closed,Chat,Hardware Failure,A025,Sarah Bowman,102,No,3
T02216,2025-06-24 00:00:00,2025-06-26 21:00:00,Critical,Resolved,Chat,Network Issue,A007,Jennifer Compton,69,Yes,1
T02217,2025-08-06 00:00:00,2025-08-06 17:00:00,High,Resolved,Portal,Hardware Failure,A005,Olivia Robinson,17,Yes,2
T02218,2026-01-30 00:00:00,2026-02-01 06:00:00,High,Open,Email,Hardware Failure,A021,Brenda Davis,54,No,3
T02219,2025-11-06 00:00:00,2025-11-09 06:00:00,Medium,Open,Email,Hardware Failure,A006,Janice Gonzalez,78,Yes,3
T02220,2025-03-02 00:00:00,2025-03-02 23:00:00,High,In Progress,Portal,Hardware Failure,A016,William Stewart,23,No,2
T02221,2025-06-09 00:00:00,2025-06-11 04:00:00,High,Open,Portal,Login Issue,A004,Christine Ponce,52,Yes,2
T02222,2025-04-01 00:00:00,2025-04-02 12:00:00,Low,Resolved,Chat,Access Request,A017,Angela Knox,36,No,1
T02223,2025-01-31 00:00:00,2025-01-31 01:00:00,Low,Open,Portal,Access Request,A017,Brandon Nguyen,1,No,5
T02224,2025-09-04 00:00:00,2025-09-07 20:00:00,Medium,In Progress,Email,Network Issue,A019,Judith Acosta,92,No,4
T02225,2025-08-16 00:00:00,2025-08-21 00:00:00,High,Closed,Phone,Hardware Failure,A009,Paige Gardner,120,Yes,1
T02226,2025-11-23 00:00:00,2025-11-27 08:00:00,Low,In Progress,Email,Network Issue,A002,Michael Little,104,Yes,4
T02227,2025-09-28 00:00:00,2025-09-29 09:00:00,Critical,Resolved,Phone,Hardware Failure,A012,Andrew Smith,33,No,2
T02228,2026-03-20 00:00:00,2026-03-24 01:00:00,Low,Closed,Chat,Network Issue,A012,Vanessa Bowers,97,No,5
T02229,2025-09-21 00:00:00,2025-09-21 23:00:00,Medium,Open,Phone,Access Request,A011,Stephanie Martinez,23,No,3
T02230,2025-07-05 00:00:00,2025-07-09 07:00:00,Low,Open,Portal,Software Bug,A010,George Gould,103,No,3
T02231,2025-05-27 00:00:00,2025-05-30 12:00:00,High,In Progress,Phone,Login Issue,A004,Justin Johnson,84,Yes,4
T02232,2025-04-10 00:00:00,2025-04-10 20:00:00,High,Closed,Email,Hardware Failure,A015,Amanda Jacobs,20,No,4
T02233,2026-01-27 00:00:00,2026-01-28 03:00:00,High,In Progress,Portal,Network Issue,A001,Bonnie Phillips,27,Yes,2
T02234,2026-03-21 00:00:00,2026-03-25 11:00:00,Critical,In Progress,Email,Hardware Failure,A012,Tracy Spencer,107,Yes,5
T02235,2025-12-02 00:00:00,2025-12-04 22:00:00,Low,Closed,Phone,Login Issue,A009,Michael Lee,70,No,1
T02236,2026-01-01 00:00:00,2026-01-04 10:00:00,Low,Closed,Phone,Software Bug,A024,Christopher Cox,82,Yes,2
T02237,2025-05-17 00:00:00,2025-05-20 08:00:00,High,In Progress,Chat,Login Issue,A002,Kristin Stevens,80,Yes,2
T02238,2025-09-21 00:00:00,2025-09-21 09:00:00,Critical,Closed,Chat,Access Request,A003,Tara Browning,9,No,4
T02239,2025-06-26 00:00:00,2025-06-26 23:00:00,High,Resolved,Chat,Software Bug,A009,Michele Perez,23,No,3
T02240,2025-01-28 00:00:00,2025-02-01 10:00:00,Medium,Resolved,Email,Hardware Failure,A020,Elizabeth Wong,106,Yes,5
T02241,2025-08-19 00:00:00,2025-08-22 19:00:00,Low,Open,Chat,Network Issue,A021,Nancy Knight,91,Yes,5
T02242,2025-03-17 00:00:00,2025-03-19 21:00:00,High,Closed,Portal,Access Request,A017,Joshua Williams,69,Yes,4
T02243,2026-01-27 00:00:00,2026-01-30 17:00:00,Low,Resolved,Chat,Hardware Failure,A019,Tiffany Bolton,89,Yes,5
T02244,2026-03-05 00:00:00,2026-03-07 14:00:00,High,Closed,Phone,Software Bug,A013,Angela Graves MD,62,Yes,1
T02245,2025-01-19 00:00:00,2025-01-23 08:00:00,Critical,Resolved,Phone,Software Bug,A005,Dr. Austin Gonzalez,104,Yes,1
T02246,2026-03-02 00:00:00,2026-03-05 00:00:00,Critical,In Progress,Phone,Network Issue,A019,Anna Johnson,72,Yes,2
T02247,2025-03-19 00:00:00,2025-03-19 15:00:00,Critical,Open,Portal,Network Issue,A019,Amanda Patel,15,Yes,5
T02248,2025-03-30 00:00:00,2025-04-01 19:00:00,Low,In Progress,Phone,Network Issue,A004,Jessica Larson,67,Yes,5
T02249,2026-02-22 00:00:00,2026-02-22 15:00:00,Medium,In Progress,Phone,Login Issue,A001,Paul Ortega,15,Yes,1
T02250,2025-12-21 00:00:00,2025-12-23 19:00:00,Critical,Closed,Portal,Login Issue,A002,Aaron Conley,67,Yes,4
T02251,2025-09-18 00:00:00,2025-09-22 12:00:00,Critical,Closed,Email,Login Issue,A018,Mark Crawford,108,Yes,5
T02252,2026-02-23 00:00:00,2026-02-24 14:00:00,High,Closed,Email,Software Bug,A002,Christopher King,38,Yes,2
T02253,2025-10-11 00:00:00,2025-10-12 14:00:00,Medium,Open,Email,Hardware Failure,A009,Cynthia Graham,38,No,3
T02254,2026-02-05 00:00:00,2026-02-09 01:00:00,Medium,In Progress,Chat,Software Bug,A014,Rachel Haynes,97,No,5
T02255,2026-03-03 00:00:00,2026-03-06 15:00:00,Low,Open,Phone,Login Issue,A015,Alexander Rivera,87,No,1
T02256,2025-04-04 00:00:00,2025-04-04 01:00:00,High,Resolved,Portal,Hardware Failure,A003,Dr. Stacy Cummings,1,No,3
T02257,2025-01-11 00:00:00,2025-01-15 20:00:00,Critical,Closed,Portal,Hardware Failure,A009,Pamela Pham,116,Yes,1
T02258,2025-02-07 00:00:00,2025-02-07 02:00:00,High,Resolved,Email,Login Issue,A023,Wendy Stone,2,Yes,4
T02259,2025-05-25 00:00:00,2025-05-25 01:00:00,High,Open,Portal,Access Request,A019,Amanda Lopez,1,No,4
T02260,2026-01-31 00:00:00,2026-02-03 08:00:00,Low,Open,Chat,Access Request,A025,Sharon King DDS,80,Yes,4
T02261,2025-08-09 00:00:00,2025-08-11 06:00:00,Medium,Resolved,Phone,Hardware Failure,A018,John Peterson,54,No,5
T02262,2025-03-23 00:00:00,2025-03-25 02:00:00,Critical,Open,Phone,Access Request,A014,Richard Dougherty,50,Yes,5
T02263,2025-08-30 00:00:00,2025-09-01 20:00:00,Low,Resolved,Email,Software Bug,A019,Amanda Quinn,68,No,4
T02264,2025-04-03 00:00:00,2025-04-04 23:00:00,Low,Closed,Portal,Login Issue,A023,Anthony Poole,47,Yes,4
T02265,2025-03-06 00:00:00,2025-03-06 03:00:00,Medium,Closed,Chat,Hardware Failure,A021,Maurice Thomas,3,Yes,1
T02266,2025-07-14 00:00:00,2025-07-14 02:00:00,Low,Open,Chat,Network Issue,A003,Emily Waller,2,No,3
T02267,2025-07-04 00:00:00,2025-07-05 19:00:00,High,Open,Portal,Hardware Failure,A015,Scott Wolf,43,No,5
T02268,2025-12-28 00:00:00,2025-12-28 12:00:00,Critical,Resolved,Portal,Access Request,A006,Michael Blair,12,Yes,2
T02269,2025-02-19 00:00:00,2025-02-21 22:00:00,Medium,Resolved,Email,Access Request,A023,Justin Daniels,70,No,5
T02270,2025-03-12 00:00:00,2025-03-14 08:00:00,Medium,In Progress,Phone,Access Request,A016,Alicia George,56,No,3
T02271,2025-09-20 00:00:00,2025-09-23 04:00:00,Critical,Open,Chat,Software Bug,A009,Joshua Hardy,76,Yes,1
T02272,2025-02-23 00:00:00,2025-02-27 10:00:00,High,Resolved,Chat,Hardware Failure,A002,Pamela Smith,106,No,5
T02273,2025-08-11 00:00:00,2025-08-15 04:00:00,Medium,Open,Phone,Network Issue,A012,Eric Carter,100,No,5
T02274,2026-03-02 00:00:00,2026-03-02 01:00:00,Low,Open,Email,Hardware Failure,A008,Mrs. Jessica Jensen,1,No,5
T02275,2025-07-29 00:00:00,2025-07-30 12:00:00,Critical,In Progress,Phone,Network Issue,A009,Barbara Morrow,36,No,1
T02276,2025-04-01 00:00:00,2025-04-03 17:00:00,High,Resolved,Email,Login Issue,A003,Karen Taylor,65,No,2
T02277,2025-09-24 00:00:00,2025-09-27 12:00:00,Medium,In Progress,Chat,Hardware Failure,A008,Curtis Bennett,84,Yes,5
T02278,2025-03-11 00:00:00,2025-03-13 06:00:00,Critical,Resolved,Email,Hardware Failure,A003,Jessica Molina,54,Yes,1
T02279,2026-02-07 00:00:00,2026-02-08 21:00:00,Low,Open,Email,Access Request,A012,Dr. Kevin Moore,45,Yes,5
T02280,2025-11-09 00:00:00,2025-11-09 23:00:00,Low,Open,Chat,Network Issue,A014,Keith Nixon,23,Yes,4
T02281,2026-01-18 00:00:00,2026-01-22 17:00:00,High,In Progress,Portal,Login Issue,A019,Joseph Jensen,113,Yes,1
T02282,2025-04-13 00:00:00,2025-04-13 06:00:00,Critical,Open,Portal,Access Request,A011,Michael Cohen,6,Yes,1
T02283,2025-01-03 00:00:00,2025-01-05 14:00:00,Low,Resolved,Chat,Software Bug,A008,Andrea Flores,62,Yes,3
T02284,2026-02-13 00:00:00,2026-02-16 01:00:00,Critical,Closed,Phone,Hardware Failure,A012,Michael Ward,73,Yes,5
T02285,2025-11-01 00:00:00,2025-11-02 09:00:00,Critical,Open,Portal,Login Issue,A020,Mr. Robert Dennis DDS,33,Yes,3
T02286,2025-08-31 00:00:00,2025-09-01 02:00:00,Low,In Progress,Email,Login Issue,A009,Thomas Greene,26,No,3
T02287,2025-01-24 00:00:00,2025-01-24 20:00:00,Critical,In Progress,Phone,Login Issue,A015,Thomas Cook,20,No,3
T02288,2025-04-20 00:00:00,2025-04-24 17:00:00,Critical,Resolved,Phone,Software Bug,A005,Dustin Cherry,113,No,3
T02289,2025-09-29 00:00:00,2025-09-29 08:00:00,High,Closed,Email,Hardware Failure,A015,Jose Brown,8,Yes,4
T02290,2025-10-29 00:00:00,2025-10-31 23:00:00,High,Resolved,Phone,Access Request,A010,Teresa Owens,71,Yes,2
T02291,2025-06-12 00:00:00,2025-06-16 07:00:00,Critical,Resolved,Portal,Network Issue,A018,Destiny Brown,103,Yes,2
T02292,2025-06-19 00:00:00,2025-06-20 19:00:00,Critical,Closed,Chat,Login Issue,A013,Jason Santana,43,No,1
T02293,2025-08-18 00:00:00,2025-08-21 08:00:00,High,Open,Chat,Hardware Failure,A006,Michele Alvarez,80,Yes,3
T02294,2025-10-17 00:00:00,2025-10-18 00:00:00,Low,Resolved,Chat,Login Issue,A002,Joseph Lane,24,No,1
T02295,2025-11-19 00:00:00,2025-11-22 18:00:00,Low,Open,Phone,Login Issue,A003,Rachel King,90,Yes,3
T02296,2025-08-25 00:00:00,2025-08-29 04:00:00,Critical,Open,Email,Network Issue,A011,Kenneth King,100,No,5
T02297,2025-12-27 00:00:00,2025-12-29 09:00:00,Low,In Progress,Phone,Login Issue,A013,Christine Berry,57,No,4
T02298,2025-04-30 00:00:00,2025-05-01 17:00:00,Low,In Progress,Email,Login Issue,A022,Michele Campos,41,Yes,3
T02299,2025-04-04 00:00:00,2025-04-06 09:00:00,High,Open,Email,Network Issue,A014,Steven Bell,57,Yes,3
T02300,2025-02-10 00:00:00,2025-02-11 17:00:00,High,In Progress,Phone,Software Bug,A021,Richard Eaton,41,No,1
T02301,2025-08-14 00:00:00,2025-08-17 10:00:00,High,Open,Portal,Software Bug,A002,John Fitzpatrick,82,No,5
T02302,2025-02-21 00:00:00,2025-02-25 02:00:00,Medium,In Progress,Portal,Access Request,A018,Donald Frank,98,Yes,4
T02303,2025-07-01 00:00:00,2025-07-04 19:00:00,High,Open,Phone,Login Issue,A002,Scott Rivera,91,Yes,5
T02304,2025-07-21 00:00:00,2025-07-22 13:00:00,Medium,Resolved,Email,Network Issue,A023,Gregory Pitts,37,Yes,5
